Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
5,3,Sales,Associate,Telecom,J,Manager,Grad,Others,Kolkata,2007.0,Statistics,Kolkata,2009.0,Chemistry,Jaipur,2015.0,Guwahati,Guwahati,596913,Y,Key_Performer,3,7,0,0,794610
5,1,Healthcare,Associate,Training,M,Scientist,Grad,Chemistry,Mumbai,2008.0,Chemistry,Mumbai,2010.0,Chemistry,Mumbai,2015.0,Mangalore,Ahmedabad,674816,N,B,2,3,0,0,843520
6,2,Education,Analyst,Automobile,A,fresher,Under Grad,,,,,,,,,,Bangalore,Guwahati,1044831,N,D,2,1,0,0,1201555
25,11,Education,Scientist,Retail,H,Manager,PG,Economics,Ahmedabad,1986.0,Economics,Ahmedabad,1988.0,Economics,Nagpur,1995.0,Jaipur,Kolkata,2158436,N,A,2,7,1,0,2805966
16,2,Marketing,Bio statistician,IT,D,Marketing Manager,PG,Chemistry,Mumbai,1997.0,Chemistry,Mumbai,1999.0,Chemistry,Ahmedabad,2004.0,Ahmedabad,Kolkata,2947017,Y,Key_Performer,5,6,2,0,3890062
12,3,Others,Others,Aviation,P,Research Analyst,PG,Others,Surat,2008.0,Botony,Surat,2017.0,,,,Nagpur,Bhubaneswar,1609604,N,A,4,1,1,0,2092485
24,6,Top Management,Project Manager,Insurance,M,fresher,Under Grad,,,,,,,,,,Nagpur,Pune,2192579,N,D,3,7,1,0,2521465
21,9,Engineering,Consultant,Aviation,E,Research Analyst,PG,Arts,Guwahati,1999.0,Arts,Guwahati,2020.0,,,,Kolkata,Jaipur,3454051,Y,Key_Performer,3,2,1,0,4559347
18,10,Education,Scientist,Insurance,A,Marketing Manager,PG,Economics,Surat,1995.0,Economics,Surat,1997.0,Economics,Mumbai,2002.0,Ahmedabad,Chennai,2423271,Y,Key_Performer,3,5,2,1,3198717
20,13,Healthcare,Others,Others,F,Medical Officer,Grad,Botony,Kolkata,2000.0,,,,,,,Jaipur,Guwahati,2422264,N,Key_Performer,6,1,0,0,3027830
11,3,HR,Analyst,Others,O,Research Scientist,Under Grad,,,,,,,,,,Kolkata,Pune,1428329,N,A,4,1,1,0,1785411
9,6,Accounts,Principal Analyst,Others,P,Network Engineer,PG,Others,Nagpur,2004.0,Others,Nagpur,2006.0,Psychology,Lucknow,2011.0,Mumbai,Kolkata,1187629,Y,Key_Performer,2,8,1,0,1567670
25,6,,Team Lead,IT,L,Consultant,PG,Botony,Ahmedabad,1995.0,,,,,,,Surat,Ahmedabad,2612814,N,B,2,0,1,0,3396658
21,15,Top Management,Sales Execituve,FMCG,B,Consultant,Grad,Sociology,Kolkata,1999.0,Others,Kolkata,2019.0,,,,Surat,Mangalore,2578459,N,A,4,2,0,0,3223073
11,9,HR,Others,Telecom,L,HR,PG,Sociology,Mumbai,2000.0,Sociology,Mumbai,2002.0,Sociology,Bhubaneswar,2009.0,Kolkata,Kolkata,2218670,N,D,2,6,1,0,2653529
1,1,Others,Team Lead,Retail,H,Marketing Manager,Under Grad,,,,,,,,,,Mumbai,Bangalore,408308,N,B,2,1,3,0,510385
2,0,Marketing,Financial Analyst,BFSI,E,Medical Officer,Under Grad,,,,,,,,,,Mangalore,Lucknow,411792,N,D,2,2,2,0,473560
6,1,,Project Manager,Telecom,P,fresher,Doctorate,Arts,Nagpur,2007.0,Arts,Nagpur,2009.0,Others,Nagpur,2014.0,Kanpur,Lucknow,2176257,N,D,3,5,0,0,2702911
8,7,HR,Consultant,Others,H,Manager,Doctorate,Economics,Mumbai,2004.0,Economics,Mumbai,2006.0,Economics,Nagpur,2012.0,Bhubaneswar,Bhubaneswar,1731879,Y,C,4,6,0,0,2230660
0,0,,,,,fresher,Under Grad,,,,,,,,,,Jaipur,Mumbai,0,N,,0,3,0,0,386164
25,22,Analytics/BI,Data scientist,Others,I,Consultant,Doctorate,Chemistry,Kolkata,1987.0,Chemistry,Kolkata,1989.0,Others,Surat,1995.0,Bhubaneswar,Nagpur,3297106,Y,D,2,4,0,0,4246672
8,1,HR,Bio statistician,Automobile,F,HR,PG,Chemistry,Nagpur,2004.0,Chemistry,Nagpur,2006.0,Chemistry,Pune,2012.0,Bangalore,Kolkata,1026559,Y,D,6,7,0,0,1246653
11,5,Education,Sales Manager,Aviation,B,Data Analyst,Under Grad,,,,,,,,,,Guwahati,Bhubaneswar,1653900,N,B,4,4,2,0,2067375
21,20,Analytics/BI,Consultant,Training,A,Consultant,Doctorate,Arts,Ahmedabad,1991.0,Arts,Ahmedabad,1993.0,Others,Kolkata,1999.0,Chennai,Delhi,2947707,N,C,6,5,0,0,3661052
25,24,Top Management,Senior Researcher,Telecom,B,Consultant,PG,Arts,Bangalore,1995.0,Arts,Bangalore,2021.0,,,,Bhubaneswar,Delhi,2382036,N,B,3,0,1,0,3096646
15,8,Education,Head,Training,D,Director,Grad,Chemistry,Mumbai,2005.0,Chemistry,Mumbai,2018.0,,,,Kolkata,Kanpur,1818161,N,C,3,0,0,1,2090885
12,4,,Sales Manager,FMCG,O,Data Analyst,PG,Sociology,Mangalore,2008.0,Sociology,Mangalore,2021.0,,,,Chennai,Ahmedabad,1923639,N,C,2,1,0,0,2300672
19,7,Banking,Head,Training,H,Sr.Manager,PG,Sociology,Surat,2001.0,Sociology,Surat,2011.0,,,,Bangalore,Delhi,2982200,N,C,2,2,2,1,3566711
24,11,HR,Head,Others,N,Marketing Manager,PG,Arts,Mumbai,1996.0,,,,,,,Kanpur,Kanpur,3492924,N,C,2,1,0,0,4177537
14,7,Accounts,Head,Others,H,HR,Doctorate,Others,Bangalore,2000.0,Sociology,Bangalore,2002.0,Others,Surat,2006.0,Pune,Bangalore,1543060,Y,Key_Performer,3,8,0,0,2160284
11,0,HR,Team Lead,Insurance,L,Manager,Doctorate,Mathematics,Surat,2003.0,Mathematics,Surat,2005.0,Mathematics,Pune,2009.0,Lucknow,Delhi,1557922,N,C,3,6,0,0,1934939
25,25,Engineering,Sales Manager,Automobile,C,Network Engineer,Under Grad,,,,,,,,,,Mumbai,Mumbai,2432979,Y,Key_Performer,2,6,0,0,3162872
24,10,Healthcare,Others,Automobile,D,Product Manager,Doctorate,Mathematics,Guwahati,1987.0,Mathematics,Guwahati,1989.0,Mathematics,Mumbai,1996.0,Mangalore,Chennai,2570496,Y,Key_Performer,6,3,0,0,3598694
9,0,Analytics/BI,Others,BFSI,F,Medical Officer,PG,Arts,Delhi,2004.0,Arts,Delhi,2006.0,Arts,Mumbai,2011.0,Jaipur,Mangalore,1032573,N,B,6,3,1,0,1342344
10,5,,Project Manager,IT,P,fresher,Grad,Psychology,Bhubaneswar,2003.0,Psychology,Bhubaneswar,2005.0,Psychology,Lucknow,2010.0,Bhubaneswar,Surat,2016277,Y,Key_Performer,5,8,0,0,2580834
25,12,Healthcare,Financial Analyst,Automobile,I,Consultant,Under Grad,,,,,,,,,,Lucknow,Guwahati,1964377,N,D,3,6,2,0,2259033
16,0,Healthcare,Sales Execituve,Others,L,Others,Under Grad,,,,,,,,,,Pune,Chennai,1914583,Y,D,6,3,1,0,2289841
23,10,Banking,Others,FMCG,O,Sr.Manager,Grad,Economics,Kolkata,1988.0,Economics,Kolkata,1990.0,Economics,Pune,1997.0,Kolkata,Guwahati,2596682,Y,D,6,8,0,0,3057852
7,4,Sales,Others,Analytics,E,fresher,Doctorate,Sociology,Ahmedabad,2007.0,Sociology,Ahmedabad,2009.0,Sociology,Kolkata,2013.0,Mumbai,Kolkata,2180805,N,A,2,5,0,0,3061850
20,10,IT-Software,Sales Execituve,Automobile,C,Web Designer,Doctorate,Statistics,Mangalore,1992.0,Statistics,Mangalore,1994.0,Statistics,Mangalore,2000.0,Ahmedabad,Kolkata,3052331,Y,C,2,8,0,0,3931402
5,4,Marketing,Project Manager,Insurance,C,fresher,PG,Arts,Delhi,2009.0,Arts,Delhi,2011.0,Arts,Kolkata,2015.0,Delhi,Kolkata,886315,N,D,6,7,1,0,1060032
5,5,Marketing,Others,Others,D,Consultant,Under Grad,,,,,,,,,,Kolkata,Kanpur,597108,Y,A,5,3,3,0,807290
14,14,Top Management,Sr. Business Analyst,Insurance,P,Product Manager,PG,Zoology,Bangalore,2006.0,Zoology,Bangalore,2019.0,,,,Kanpur,Ahmedabad,2259578,N,B,5,1,1,0,2937451
1,0,Accounts,Bio statistician,Aviation,N,Marketing Manager,Doctorate,Others,Bhubaneswar,2011.0,Chemistry,Bhubaneswar,2013.0,Statistics,Nagpur,2019.0,Nagpur,Chennai,689814,N,B,2,4,0,0,862267
7,6,Healthcare,Scientist,Analytics,M,Assistant Manager,Under Grad,,,,,,,,,,Delhi,Mumbai,994449,Y,C,6,8,0,0,1189361
2,0,Analytics/BI,Data scientist,FMCG,A,fresher,Under Grad,,,,,,,,,,Nagpur,Lucknow,643917,N,D,1,8,1,1,740504
13,10,Healthcare,Project Manager,Aviation,B,Consultant,Under Grad,,,,,,,,,,Lucknow,Chennai,1377119,N,A,4,0,2,0,1721398
12,0,Engineering,Project Manager,Training,H,Network Engineer,Grad,Others,Bhubaneswar,2002.0,Engineering,Bhubaneswar,2004.0,Engineering,Surat,2008.0,Lucknow,Bhubaneswar,1969748,Y,Key_Performer,3,7,0,0,2521277
21,4,Engineering,Business Analyst,Retail,D,Sr.Manager,Under Grad,,,,,,,,,,Mangalore,Kolkata,2471723,Y,A,3,3,3,0,3213239
13,8,Analytics/BI,Data scientist,Retail,L,Others,Grad,Arts,Jaipur,2007.0,Arts,Jaipur,2017.0,,,,Lucknow,Surat,2007447,N,Key_Performer,4,1,0,0,2509308
9,0,IT-Software,Sales Manager,Retail,I,HR,Grad,Others,Nagpur,2004.0,Sociology,Nagpur,2006.0,Arts,Delhi,2011.0,Mumbai,Bangalore,1224685,N,A,5,8,0,0,1530856
6,3,Sales,Project Manager,IT,G,Web Designer,Doctorate,Economics,Surat,2007.0,Economics,Surat,2009.0,Economics,Lucknow,2014.0,Mangalore,Guwahati,1446852,N,A,3,7,0,0,2031380
0,0,,,,,fresher,Grad,Economics,Delhi,2012.0,Economics,Delhi,2014.0,Mathematics,Ahmedabad,2020.0,Delhi,Nagpur,0,N,,0,7,0,0,619373
8,5,,Business Analyst,Others,F,Sr.Manager,Doctorate,Zoology,Lucknow,2012.0,,,,,,,Kolkata,Mumbai,1483644,N,D,1,0,0,0,1842685
21,18,Analytics/BI,Financial Analyst,Retail,A,Marketing Manager,PG,Mathematics,Ahmedabad,1990.0,Mathematics,Ahmedabad,1992.0,Mathematics,Ahmedabad,1999.0,Kanpur,Kanpur,2476018,Y,B,2,6,0,0,3268343
0,0,,,,,fresher,Under Grad,,,,,,,,,,Lucknow,Mumbai,0,N,,0,8,2,0,392335
22,22,Analytics/BI,Others,Retail,B,Others,Grad,Others,Delhi,1992.0,Others,Delhi,1994.0,Chemistry,Ahmedabad,1998.0,Delhi,Lucknow,2501757,N,C,4,6,0,0,2877020
15,14,Marketing,Team Lead,Telecom,B,Software Developer,PG,Engineering,Pune,1999.0,Engineering,Pune,2001.0,Engineering,Guwahati,2005.0,Chennai,Delhi,1968453,Y,A,5,8,0,0,2598357
10,5,IT-Software,Project Manager,FMCG,N,Marketing Manager,Under Grad,,,,,,,,,,Ahmedabad,Chennai,1411255,Y,Key_Performer,3,6,1,0,1834631
9,3,Analytics/BI,Data scientist,Others,E,Manager,Doctorate,Mathematics,Kolkata,2004.0,Mathematics,Kolkata,2006.0,Mathematics,Delhi,2011.0,Chennai,Mumbai,2020124,Y,C,3,8,0,0,2601919
1,0,Marketing,Associate,Training,O,Marketing Manager,Doctorate,Mathematics,Mangalore,2010.0,Mathematics,Mangalore,2012.0,Mathematics,Bangalore,2019.0,Nagpur,Mangalore,423379,N,C,2,6,0,0,514151
19,16,Others,Financial Analyst,IT,N,CA,Grad,Mathematics,Delhi,1994.0,Mathematics,Delhi,1996.0,Mathematics,Nagpur,2001.0,Ahmedabad,Bangalore,2451590,N,B,3,6,0,0,3064487
13,10,Top Management,Team Lead,Retail,P,Consultant,Grad,Chemistry,Bangalore,2007.0,Chemistry,Bangalore,2012.0,,,,Mangalore,Kanpur,1880240,N,Key_Performer,3,0,0,0,2350300
18,7,Engineering,Sales Execituve,Training,L,Web Designer,Doctorate,Others,Lucknow,1994.0,Psychology,Lucknow,1996.0,Others,Guwahati,2002.0,Jaipur,Delhi,2717726,N,C,2,8,0,0,3375415
6,1,HR,Bio statistician,Others,N,Manager,Under Grad,,,,,,,,,,Ahmedabad,Surat,770153,N,D,4,1,1,0,885675
6,5,Analytics/BI,Data scientist,FMCG,G,Sr.Manager,Grad,Zoology,Lucknow,2006.0,Zoology,Lucknow,2008.0,Zoology,Delhi,2014.0,Delhi,Pune,1415617,N,D,4,8,0,1,1627959
21,11,Engineering,Sales Execituve,Analytics,B,Data Analyst,PG,Psychology,Mumbai,1999.0,,,,,,,Kanpur,Chennai,3093000,N,A,5,1,1,0,4020900
8,2,Education,Principal Analyst,Telecom,O,Director,Doctorate,Economics,Nagpur,2004.0,Others,Nagpur,2006.0,Statistics,Lucknow,2012.0,Guwahati,Mangalore,1839811,Y,B,4,8,0,1,2575735
7,4,Banking,Team Lead,BFSI,N,fresher,Under Grad,,,,,,,,,,Jaipur,Mumbai,1056545,N,Key_Performer,2,1,1,0,1373508
7,6,Sales,Business Analyst,Retail,M,Assistant Manager,Doctorate,Psychology,Bhubaneswar,2013.0,Psychology,Bhubaneswar,2014.0,,,,Pune,Kolkata,2131504,N,Key_Performer,1,2,0,0,2992631
8,5,,Consultant,Automobile,O,Product Manager,Grad,Arts,Lucknow,2012.0,Arts,Lucknow,2009.0,,,,Kanpur,Ahmedabad,1244588,N,B,6,0,0,0,1555735
14,5,Healthcare,Project Manager,Others,C,Assistant Manager,PG,Psychology,Nagpur,1999.0,Psychology,Nagpur,2001.0,Psychology,Kolkata,2006.0,Nagpur,Delhi,1993034,N,A,3,4,1,0,2590944
0,0,,,,,fresher,Doctorate,Engineering,Jaipur,2011.0,Engineering,Jaipur,2013.0,Mathematics,Delhi,2020.0,Jaipur,Mangalore,0,N,,0,8,0,0,1157194
24,8,Banking,Bio statistician,Others,H,Sr.Manager,Grad,Sociology,Surat,1989.0,Sociology,Surat,1991.0,Sociology,Bangalore,1996.0,Mumbai,Kanpur,2595168,N,C,3,5,0,0,2984443
18,17,Others,Business Analyst,Aviation,P,Data Analyst,Doctorate,Zoology,Nagpur,2002.0,Zoology,Nagpur,2012.0,,,,Kolkata,Lucknow,3646576,N,A,4,1,0,0,4922877
23,5,HR,CEO,BFSI,A,Data Analyst,PG,Economics,Mumbai,1991.0,Economics,Mumbai,1993.0,Others,Mangalore,1997.0,Kolkata,Lucknow,2733993,N,D,3,7,1,0,3269855
16,2,Education,Project Manager,FMCG,A,Others,PG,Botony,Pune,1998.0,Botony,Pune,2000.0,Botony,Bhubaneswar,2004.0,Jaipur,Kanpur,1813023,N,A,4,8,1,0,2356929
18,0,Others,Others,FMCG,P,Director,PG,Mathematics,Kolkata,1994.0,Mathematics,Kolkata,1996.0,Mathematics,Ahmedabad,2002.0,Mumbai,Surat,3424951,N,D,4,7,2,0,4096241
9,6,Marketing,Team Lead,BFSI,P,HR,Under Grad,,,,,,,,,,Kanpur,Mangalore,1234292,Y,C,5,1,0,0,1476213
8,5,,Project Manager,Aviation,O,Assistant Manager,PG,Botony,Jaipur,2012.0,,,,,,,Delhi,Mumbai,2296299,N,D,5,1,1,0,2746373
15,2,Analytics/BI,Analyst,Training,I,Research Analyst,PG,Arts,Bangalore,2005.0,Arts,Bangalore,2012.0,,,,Guwahati,Nagpur,1896620,N,D,2,2,0,0,2268357
14,9,Marketing,Bio statistician,Others,J,Research Analyst,Doctorate,Engineering,Surat,2000.0,Engineering,Surat,2002.0,Engineering,Lucknow,2006.0,Mangalore,Kolkata,1944533,Y,D,2,7,0,0,2504558
23,11,,Consultant,IT,G,Marketing Manager,Under Grad,,,,,,,,,,Kolkata,Ahmedabad,2291407,Y,Key_Performer,2,1,1,0,2978829
1,1,Marketing,Project Manager,Retail,J,fresher,Doctorate,Arts,Guwahati,2019.0,Arts,Guwahati,2020.0,,,,Bhubaneswar,Delhi,717601,N,B,3,1,0,0,897001
10,0,Banking,Team Lead,Retail,D,Product Manager,Under Grad,,,,,,,,,,Surat,Delhi,1303825,N,Key_Performer,6,0,1,0,1629781
19,0,Others,Project Manager,Others,A,Medical Officer,Doctorate,Zoology,Bhubaneswar,1992.0,Zoology,Bhubaneswar,1994.0,Zoology,Mangalore,2001.0,Lucknow,Chennai,3390652,N,A,5,3,0,0,4577380
14,5,Others,Project Manager,Others,G,Others,PG,Others,Bangalore,2000.0,Economics,Bangalore,2002.0,Psychology,Pune,2006.0,Nagpur,Kolkata,1467986,Y,B,2,3,1,0,1937741
12,11,,Business Analyst,Analytics,O,fresher,Grad,Botony,Bhubaneswar,2008.0,,,,,,,Lucknow,Pune,1816309,N,A,2,0,0,0,2270386
22,1,Marketing,Senior Researcher,Aviation,G,Others,Grad,Botony,Nagpur,1998.0,Botony,Nagpur,2018.0,,,,Guwahati,Chennai,2611047,N,A,2,2,0,0,3263808
16,8,Others,Others,IT,F,Software Developer,Doctorate,Statistics,Jaipur,1997.0,Statistics,Jaipur,1999.0,Statistics,Nagpur,2004.0,Guwahati,Bangalore,2456655,Y,D,2,8,0,0,3164171
21,21,,Others,BFSI,N,Research Scientist,PG,Arts,Kolkata,1991.0,Arts,Kolkata,1993.0,Arts,Mumbai,1999.0,Lucknow,Guwahati,2397422,N,C,5,5,1,0,2867316
18,13,Engineering,Analyst,Telecom,G,Data Analyst,PG,Others,Jaipur,1993.0,Others,Jaipur,1995.0,Zoology,Bhubaneswar,2002.0,Ahmedabad,Kanpur,3346562,Y,D,3,8,0,0,4064064
3,1,Others,Sales Execituve,Insurance,H,Consultant,Under Grad,,,,,,,,,,Guwahati,Lucknow,431082,Y,B,3,3,3,0,560406
13,1,Education,Business Analyst,IT,E,Network Engineer,Under Grad,,,,,,,,,,Bhubaneswar,Surat,1383264,N,C,4,6,1,0,1590753
8,2,HR,Team Lead,Automobile,K,Network Engineer,Grad,Statistics,Mumbai,2006.0,Statistics,Mumbai,2008.0,Statistics,Guwahati,2012.0,Kanpur,Mumbai,1085469,N,B,2,8,1,0,1356836
22,15,HR,Sales Manager,Insurance,O,Research Analyst,Doctorate,Others,Guwahati,1991.0,Others,Guwahati,1993.0,Statistics,Pune,1998.0,Lucknow,Jaipur,2740750,Y,A,5,6,0,0,3837050
9,6,Others,Analyst,Analytics,G,Assistant Manager,PG,Zoology,Delhi,2011.0,Zoology,Delhi,2022.0,,,,Nagpur,Bangalore,1019368,N,A,4,1,0,0,1325178
10,8,Banking,Team Lead,IT,L,Research Analyst,Under Grad,,,,,,,,,,Delhi,Nagpur,1476783,N,A,6,8,5,0,1845978
20,7,Analytics/BI,Data scientist,FMCG,B,Network Engineer,Under Grad,,,,,,,,,,Nagpur,Delhi,1904394,Y,C,6,7,2,0,2277655
2,0,HR,Consultant,Others,I,Network Engineer,Doctorate,Others,Ahmedabad,2018.0,Botony,Ahmedabad,2019.0,,,,Bhubaneswar,Bhubaneswar,774632,Y,C,3,1,0,0,926459
16,3,Accounts,Others,Training,C,Data Analyst,Doctorate,Chemistry,Mumbai,1997.0,Chemistry,Mumbai,1999.0,Chemistry,Ahmedabad,2004.0,Delhi,Kolkata,2456866,N,B,6,6,0,0,3316769
2,2,Engineering,Business Analyst,FMCG,F,Research Analyst,PG,Others,Lucknow,2011.0,Arts,Lucknow,2013.0,Sociology,Surat,2018.0,Lucknow,Lucknow,628567,Y,D,3,3,0,0,763331
3,1,Engineering,Consultant,Telecom,C,Others,Doctorate,Mathematics,Mumbai,2011.0,Others,Mumbai,2013.0,Psychology,Bhubaneswar,2017.0,Chennai,Bangalore,1187219,Y,B,3,8,0,0,1662106
12,1,Education,Financial Analyst,Training,N,Director,Grad,Chemistry,Bhubaneswar,2002.0,Chemistry,Bhubaneswar,2004.0,Chemistry,Bangalore,2008.0,Ahmedabad,Kanpur,2046463,N,A,3,4,0,0,2558078
8,5,Healthcare,Others,Others,K,Medical Officer,PG,Chemistry,Kolkata,2005.0,Chemistry,Kolkata,2007.0,Chemistry,Delhi,2012.0,Jaipur,Chennai,1078970,Y,A,3,6,0,0,1481210
11,11,Education,Consultant,IT,L,Data Analyst,Doctorate,Arts,Guwahati,2003.0,Arts,Guwahati,2005.0,Others,Pune,2009.0,Nagpur,Surat,2254630,N,A,5,6,0,0,3043750
14,10,Banking,Bio statistician,Insurance,G,Manager,Under Grad,,,,,,,,,,Kanpur,Jaipur,1698196,N,C,6,4,0,0,1952925
0,0,,,,,fresher,Under Grad,,,,,,,,,,Chennai,Nagpur,0,N,,0,4,1,0,368328
12,11,Marketing,Financial Analyst,Others,D,Manager,Under Grad,,,,,,,,,,Lucknow,Ahmedabad,1203535,N,A,3,6,3,0,1504418
25,24,IT-Software,Analyst,Training,L,CA,Under Grad,,,,,,,,,,Jaipur,Ahmedabad,2559943,N,D,6,2,2,0,2943934
19,16,Analytics/BI,Scientist,Telecom,L,Research Analyst,PG,Mathematics,Bangalore,1992.0,Others,Bangalore,1994.0,Psychology,Bangalore,2001.0,Lucknow,Kanpur,2544413,N,B,6,3,0,1,3307736
21,11,Analytics/BI,Business Analyst,Training,H,Product Manager,Under Grad,,,,,,,,,,Delhi,Guwahati,2736745,N,A,4,7,1,0,3420931
22,14,Top Management,Others,Insurance,J,Assistant Manager,PG,Arts,Mangalore,1992.0,Arts,Mangalore,1994.0,Others,Jaipur,1998.0,Mangalore,Pune,2917203,N,C,2,5,0,0,3488974
5,3,Sales,Associate,Aviation,E,HR,Grad,Chemistry,Jaipur,2009.0,Chemistry,Jaipur,2011.0,Chemistry,Jaipur,2015.0,Chennai,Nagpur,676155,N,D,5,3,0,0,777578
21,6,Education,Project Manager,Others,A,Marketing Manager,PG,Engineering,Mangalore,1993.0,Engineering,Mangalore,1995.0,Engineering,Nagpur,1999.0,Bangalore,Delhi,1715282,N,A,6,3,1,0,2229866
9,3,Healthcare,Business Analyst,IT,P,fresher,Under Grad,,,,,,,,,,Ahmedabad,Guwahati,1066931,N,Key_Performer,4,0,0,0,1333663
19,13,Engineering,Financial Analyst,FMCG,M,Director,Doctorate,Engineering,Kolkata,1993.0,Engineering,Kolkata,1995.0,Engineering,Mumbai,2001.0,Pune,Jaipur,2576017,Y,Key_Performer,6,5,0,0,3606423
3,3,Marketing,Business Analyst,Automobile,D,Assistant Manager,Doctorate,Mathematics,Jaipur,2011.0,Mathematics,Jaipur,2013.0,Mathematics,Kolkata,2017.0,Mangalore,Jaipur,1016062,N,D,1,3,0,0,1261949
13,9,Healthcare,Researcher,FMCG,N,Sr.Manager,Under Grad,,,,,,,,,,Ahmedabad,Ahmedabad,1223759,N,A,3,6,1,0,1529698
18,3,Banking,Sales Manager,FMCG,K,fresher,PG,Arts,Pune,1996.0,Others,Pune,1998.0,Arts,Mangalore,2002.0,Surat,Bangalore,3058991,N,C,4,5,0,0,3658553
7,2,HR,Consultant,Automobile,A,Medical Officer,Grad,Botony,Guwahati,2007.0,Botony,Guwahati,2009.0,Botony,Ahmedabad,2013.0,Kolkata,Guwahati,1260629,N,B,5,5,0,0,1575786
5,0,HR,Consultant,Aviation,N,Medical Officer,Grad,Zoology,Bhubaneswar,2006.0,Others,Bhubaneswar,2008.0,Others,Mangalore,2015.0,Delhi,Delhi,612342,N,B,1,5,0,0,765427
15,9,Others,Head,Telecom,D,Research Scientist,Doctorate,Psychology,Bhubaneswar,1997.0,Psychology,Bhubaneswar,1999.0,Psychology,Mumbai,2005.0,Kanpur,Guwahati,2310226,N,A,4,3,0,0,3118805
15,1,HR,Head,Insurance,O,HR,Grad,Chemistry,Guwahati,1996.0,Chemistry,Guwahati,1998.0,Chemistry,Nagpur,2005.0,Mumbai,Chennai,2205241,N,D,5,8,0,1,2536027
3,1,Marketing,Consultant,Analytics,D,Medical Officer,PG,Chemistry,Delhi,2009.0,Chemistry,Delhi,2011.0,Chemistry,Ahmedabad,2017.0,Chennai,Bangalore,528800,Y,C,1,6,1,0,642174
17,9,Marketing,Others,Insurance,J,Marketing Manager,Grad,Mathematics,Mumbai,1994.0,Mathematics,Mumbai,1996.0,Mathematics,Ahmedabad,2003.0,Surat,Bangalore,2524803,Y,B,2,5,0,0,3231747
25,4,Healthcare,Scientist,Automobile,K,Product Manager,Under Grad,,,,,,,,,,Surat,Bhubaneswar,1845957,Y,B,6,6,3,1,2399744
0,0,,,,,fresher,Under Grad,,,,,,,,,,Bhubaneswar,Jaipur,0,N,,0,3,2,0,375123
5,0,Engineering,Business Analyst,Insurance,A,Sr.Manager,Grad,Psychology,Surat,2007.0,Psychology,Surat,2009.0,Psychology,Ahmedabad,2015.0,Jaipur,Lucknow,627992,N,A,2,6,0,0,816389
1,0,Analytics/BI,Analyst,Retail,J,Data Analyst,Under Grad,,,,,,,,,,Ahmedabad,Kolkata,457754,N,B,3,2,2,0,572192
9,9,Marketing,Project Manager,Telecom,P,Consultant,Grad,Mathematics,Pune,2011.0,Mathematics,Pune,2011.0,,,,Pune,Ahmedabad,1280609,N,B,2,1,0,0,1600761
18,4,Others,Analyst,Others,I,fresher,Doctorate,Sociology,Lucknow,1994.0,Sociology,Lucknow,1996.0,Sociology,Pune,2002.0,Jaipur,Bangalore,3677659,Y,Key_Performer,3,4,0,0,5148722
24,17,HR,Others,Retail,K,HR,Grad,Mathematics,Mangalore,1989.0,Mathematics,Mangalore,1991.0,Mathematics,Mangalore,1996.0,Lucknow,Bangalore,2486746,N,C,2,7,0,0,2859757
17,10,Healthcare,Scientist,Training,E,Web Designer,Grad,Economics,Guwahati,1997.0,Others,Guwahati,1999.0,Psychology,Jaipur,2003.0,Ahmedabad,Chennai,2712644,N,C,6,6,4,1,3119540
21,21,Sales,Senior Researcher,Analytics,P,Assistant Manager,Grad,Sociology,Ahmedabad,1991.0,Sociology,Ahmedabad,1993.0,Sociology,Guwahati,1999.0,Lucknow,Mangalore,2546360,N,D,2,8,3,0,2928314
3,1,Others,Bio statistician,Retail,H,HR,PG,Others,Nagpur,2008.0,Psychology,Nagpur,2010.0,Botony,Bangalore,2017.0,Guwahati,Surat,757598,N,C,1,3,0,0,906087
4,2,Sales,Associate,Others,M,Data Analyst,Grad,Chemistry,Lucknow,2008.0,Chemistry,Lucknow,2010.0,Chemistry,Jaipur,2016.0,Bangalore,Kanpur,580278,Y,D,4,7,1,0,683335
22,9,HR,Consultant,IT,I,Web Designer,Under Grad,,,,,,,,,,Bhubaneswar,Kolkata,2577220,N,C,6,7,1,0,2963803
13,9,Marketing,Others,Training,M,Sr.Manager,Grad,Psychology,Jaipur,2001.0,Psychology,Jaipur,2003.0,Psychology,Mumbai,2007.0,Kanpur,Kolkata,1842983,Y,Key_Performer,5,3,0,0,2359018
2,1,Accounts,Others,Analytics,J,CA,Under Grad,,,,,,,,,,Mumbai,Ahmedabad,588234,N,A,1,5,2,0,735292
21,13,,Others,Training,O,Assistant Manager,Under Grad,,,,,,,,,,Jaipur,Kolkata,2179028,N,B,6,2,1,0,2723785
3,1,Education,Professor,BFSI,P,Consultant,PG,Sociology,Delhi,2017.0,Sociology,Delhi,2009.0,,,,Kolkata,Guwahati,556451,N,C,3,0,1,0,665515
